ts	subtopic	brief	prompt	notebook_id	audio	duration_s	wall_s
2026-09-13T14:34:04+00:00	1.1	KP2_M1_1.1_AudioBrief_v0.1.md	KP2_M1_1.1_NotebookLM_Prompt_v0.1.md	60bf0f20-6f61-4053-9604-ffada8c99f68	KP2_M1_1.1_Audio_v0.1.m4a	345.3	260
2026-09-13T14:40:11+00:00	1.2	KP2_M1_1.2_AudioBrief_v0.1.md	KP2_M1_1.2_NotebookLM_Prompt_v0.1.md	67c1ee9d-e4fd-4000-81e0-1847f74e16a0	KP2_M1_1.2_Audio_v0.1.m4a	362.4	249
2026-09-13T14:45:25+00:00	1.2	KP2_M1_1.2_AudioBrief_v0.1.md	KP2_M1_1.2_NotebookLM_Prompt_v0.1.md	67c1ee9d-e4fd-4000-81e0-1847f74e16a0	KP2_M1_1.2_Audio_v0.3.m4a	296.4	252
2026-09-13T14:50:15+00:00	1.3	KP2_M1_1.3_AudioBrief_v0.1.md	KP2_M1_1.3_NotebookLM_Prompt_v0.1.md	e41f82f1-a51f-49e3-888b-8a9e7ff78bc7	KP2_M1_1.3_Audio_v0.1.m4a	379.3	260
2026-09-13T14:55:50+00:00	1.3	KP2_M1_1.3_AudioBrief_v0.1.md	KP2_M1_1.3_NotebookLM_Prompt_v0.1.md	e41f82f1-a51f-49e3-888b-8a9e7ff78bc7	KP2_M1_1.3_Audio_v0.3.m4a	332.1	273
2026-09-13T15:01:33+00:00	1.3	KP2_M1_1.3_AudioBrief_v0.1.md	KP2_M1_1.3_NotebookLM_Prompt_v0.1.md	e41f82f1-a51f-49e3-888b-8a9e7ff78bc7	KP2_M1_1.3_Audio_v0.5.m4a	217.4	282
2026-09-13T15:06:32+00:00	1.4	KP2_M1_1.4_AudioBrief_v0.1.md	KP2_M1_1.4_NotebookLM_Prompt_v0.1.md	3775b881-9da9-4c81-9322-cf77a2fb4326	KP2_M1_1.4_Audio_v0.1.m4a	256.0	251
2026-09-13T15:12:24+00:00	1.4	KP2_M1_1.4_AudioBrief_v0.1.md	KP2_M1_1.4_NotebookLM_Prompt_v0.1.md	3775b881-9da9-4c81-9322-cf77a2fb4326	KP2_M1_1.4_Audio_v0.2.m4a	251.4	302
2026-09-13T15:17:29+00:00	1.4	KP2_M1_1.4_AudioBrief_v0.1.md	KP2_M1_1.4_NotebookLM_Prompt_v0.1.md	3775b881-9da9-4c81-9322-cf77a2fb4326	KP2_M1_1.4_Audio_v0.4.m4a	309.7	251
2026-09-14T05:37:59+00:00	1.5	KP2_M1_1.5_AudioBrief_v0.1.md	KP2_M1_1.5_NotebookLM_Prompt_v0.1.md	85167a14-dbd9-4ee9-8281-6a642e212c44	KP2_M1_1.5_Audio_v0.1.m4a	267.7	365
2026-09-14T05:42:53+00:00	1.5	KP2_M1_1.5_AudioBrief_v0.1.md	KP2_M1_1.5_NotebookLM_Prompt_v0.1.md	85167a14-dbd9-4ee9-8281-6a642e212c44	KP2_M1_1.5_Audio_v0.3.m4a	346.7	240
2026-09-14T05:47:34+00:00	1.6	KP2_M1_1.6_AudioBrief_v0.1.md	KP2_M1_1.6_NotebookLM_Prompt_v0.1.md	ed1ce4a4-8998-4381-a53b-c05374032cce	KP2_M1_1.6_Audio_v0.1.m4a	356.8	251
2026-09-14T05:52:37+00:00	1.7	KP2_M1_1.7_AudioBrief_v0.1.md	KP2_M1_1.7_NotebookLM_Prompt_v0.1.md	d6fb8198-f2d1-46fe-ab0c-d4fbc951f1c8	KP2_M1_1.7_Audio_v0.1.m4a	339.8	271
2026-09-14T05:58:12+00:00	1.1	KP2_M1_1.1_AudioBrief_v0.1.md	KP2_M1_1.1_NotebookLM_Prompt_v0.1.md	60bf0f20-6f61-4053-9604-ffada8c99f68	KP2_M1_1.1_Audio_v0.3.m4a	309.6	304
2026-09-14T06:04:17+00:00	1.1	KP2_M1_1.1_AudioBrief_v0.1.md	KP2_M1_1.1_NotebookLM_Prompt_v0.1.md	60bf0f20-6f61-4053-9604-ffada8c99f68	KP2_M1_1.1_Audio_v0.5.m4a	350.9	304
2026-09-14T06:12:53+00:00	1.1	KP2_M1_1.1_AudioBrief_v0.1.md	KP2_M1_1.1_NotebookLM_Prompt_v0.1.md	60bf0f20-6f61-4053-9604-ffada8c99f68	KP2_M1_1.1_Audio_v0.7.m4a	387.3	452
2026-09-14T06:20:05+00:00	1.3	KP2_M1_1.3_AudioBrief_v0.1.md	KP2_M1_1.3_NotebookLM_Prompt_v0.1.md	e41f82f1-a51f-49e3-888b-8a9e7ff78bc7	KP2_M1_1.3_Audio_v0.6.m4a	301.1	367
2026-09-14T06:25:25+00:00	1.3	KP2_M1_1.3_AudioBrief_v0.1.md	KP2_M1_1.3_NotebookLM_Prompt_v0.1.md	e41f82f1-a51f-49e3-888b-8a9e7ff78bc7	KP2_M1_1.3_Audio_v0.8.m4a	333.2	261
2026-09-14T06:32:15+00:00	1.3	KP2_M1_1.3_AudioBrief_v0.1.md	KP2_M1_1.3_NotebookLM_Prompt_v0.1.md	e41f82f1-a51f-49e3-888b-8a9e7ff78bc7	KP2_M1_1.3_Audio_v0.10.m4a	342.7	346
